sample_index,sample_name,eval_split,sequence,keyframe,frame_id,index,height,width,median_scaling_applied,raw_npy_path,depth_png16_path,depth_vis_path
142,sequence1_keyframe3_frame000050,endovis,1,3,50,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence1_keyframe3_frame000050.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence1_keyframe3_frame000050.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence1_keyframe3_frame000050.png
143,sequence5_keyframe4_frame000289,endovis,5,4,289,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence5_keyframe4_frame000289.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence5_keyframe4_frame000289.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence5_keyframe4_frame000289.png
144,sequence1_keyframe3_frame000234,endovis,1,3,234,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence1_keyframe3_frame000234.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence1_keyframe3_frame000234.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence1_keyframe3_frame000234.png
145,sequence7_keyframe4_frame001256,endovis,7,4,1256,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence7_keyframe4_frame001256.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence7_keyframe4_frame001256.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence7_keyframe4_frame001256.png
146,sequence5_keyframe4_frame000170,endovis,5,4,170,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence5_keyframe4_frame000170.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence5_keyframe4_frame000170.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence5_keyframe4_frame000170.png
147,sequence4_keyframe4_frame000175,endovis,4,4,175,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence4_keyframe4_frame000175.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence4_keyframe4_frame000175.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence4_keyframe4_frame000175.png
148,sequence3_keyframe4_frame000656,endovis,3,4,656,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence3_keyframe4_frame000656.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence3_keyframe4_frame000656.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence3_keyframe4_frame000656.png
149,sequence3_keyframe4_frame000614,endovis,3,4,614,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence3_keyframe4_frame000614.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence3_keyframe4_frame000614.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence3_keyframe4_frame000614.png
150,sequence4_keyframe4_frame000026,endovis,4,4,26,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence4_keyframe4_frame000026.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence4_keyframe4_frame000026.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence4_keyframe4_frame000026.png
151,sequence6_keyframe4_frame000300,endovis,6,4,300,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence6_keyframe4_frame000300.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence6_keyframe4_frame000300.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence6_keyframe4_frame000300.png
152,sequence4_keyframe4_frame000035,endovis,4,4,35,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence4_keyframe4_frame000035.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence4_keyframe4_frame000035.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence4_keyframe4_frame000035.png
153,sequence6_keyframe4_frame000962,endovis,6,4,962,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence6_keyframe4_frame000962.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence6_keyframe4_frame000962.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence6_keyframe4_frame000962.png
154,sequence4_keyframe4_frame000166,endovis,4,4,166,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence4_keyframe4_frame000166.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence4_keyframe4_frame000166.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence4_keyframe4_frame000166.png
155,sequence7_keyframe4_frame000550,endovis,7,4,550,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence7_keyframe4_frame000550.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence7_keyframe4_frame000550.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence7_keyframe4_frame000550.png
156,sequence1_keyframe3_frame000375,endovis,1,3,375,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence1_keyframe3_frame000375.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence1_keyframe3_frame000375.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence1_keyframe3_frame000375.png
157,sequence3_keyframe4_frame000222,endovis,3,4,222,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence3_keyframe4_frame000222.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence3_keyframe4_frame000222.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence3_keyframe4_frame000222.png
158,sequence2_keyframe4_frame000340,endovis,2,4,340,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence2_keyframe4_frame000340.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence2_keyframe4_frame000340.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence2_keyframe4_frame000340.png
159,sequence7_keyframe4_frame000055,endovis,7,4,55,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence7_keyframe4_frame000055.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence7_keyframe4_frame000055.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence7_keyframe4_frame000055.png
160,sequence1_keyframe3_frame000190,endovis,1,3,190,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence1_keyframe3_frame000190.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence1_keyframe3_frame000190.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence1_keyframe3_frame000190.png
161,sequence5_keyframe4_frame000069,endovis,5,4,69,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence5_keyframe4_frame000069.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence5_keyframe4_frame000069.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence5_keyframe4_frame000069.png
162,sequence2_keyframe4_frame001334,endovis,2,4,1334,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence2_keyframe4_frame001334.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence2_keyframe4_frame001334.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence2_keyframe4_frame001334.png
163,sequence6_keyframe4_frame000025,endovis,6,4,25,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence6_keyframe4_frame000025.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence6_keyframe4_frame000025.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence6_keyframe4_frame000025.png
164,sequence1_keyframe3_frame000122,endovis,1,3,122,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence1_keyframe3_frame000122.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence1_keyframe3_frame000122.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence1_keyframe3_frame000122.png
165,sequence5_keyframe4_frame000093,endovis,5,4,93,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence5_keyframe4_frame000093.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence5_keyframe4_frame000093.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence5_keyframe4_frame000093.png
166,sequence2_keyframe4_frame000035,endovis,2,4,35,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence2_keyframe4_frame000035.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence2_keyframe4_frame000035.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence2_keyframe4_frame000035.png
167,sequence7_keyframe4_frame000990,endovis,7,4,990,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence7_keyframe4_frame000990.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence7_keyframe4_frame000990.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence7_keyframe4_frame000990.png
168,sequence3_keyframe4_frame000292,endovis,3,4,292,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence3_keyframe4_frame000292.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence3_keyframe4_frame000292.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence3_keyframe4_frame000292.png
169,sequence2_keyframe4_frame000020,endovis,2,4,20,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence2_keyframe4_frame000020.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence2_keyframe4_frame000020.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence2_keyframe4_frame000020.png
170,sequence5_keyframe4_frame000044,endovis,5,4,44,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence5_keyframe4_frame000044.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence5_keyframe4_frame000044.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence5_keyframe4_frame000044.png
171,sequence2_keyframe4_frame000150,endovis,2,4,150,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence2_keyframe4_frame000150.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence2_keyframe4_frame000150.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence2_keyframe4_frame000150.png
172,sequence7_keyframe4_frame000400,endovis,7,4,400,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence7_keyframe4_frame000400.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence7_keyframe4_frame000400.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence7_keyframe4_frame000400.png
173,sequence1_keyframe3_frame000195,endovis,1,3,195,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence1_keyframe3_frame000195.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence1_keyframe3_frame000195.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence1_keyframe3_frame000195.png
174,sequence6_keyframe4_frame000122,endovis,6,4,122,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence6_keyframe4_frame000122.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence6_keyframe4_frame000122.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence6_keyframe4_frame000122.png
175,sequence3_keyframe4_frame000264,endovis,3,4,264,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence3_keyframe4_frame000264.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence3_keyframe4_frame000264.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence3_keyframe4_frame000264.png
176,sequence2_keyframe4_frame000853,endovis,2,4,853,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence2_keyframe4_frame000853.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence2_keyframe4_frame000853.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence2_keyframe4_frame000853.png
177,sequence7_keyframe4_frame000025,endovis,7,4,25,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence7_keyframe4_frame000025.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence7_keyframe4_frame000025.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence7_keyframe4_frame000025.png
178,sequence6_keyframe4_frame000674,endovis,6,4,674,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence6_keyframe4_frame000674.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence6_keyframe4_frame000674.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence6_keyframe4_frame000674.png
179,sequence4_keyframe4_frame000046,endovis,4,4,46,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence4_keyframe4_frame000046.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence4_keyframe4_frame000046.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence4_keyframe4_frame000046.png
180,sequence2_keyframe4_frame000372,endovis,2,4,372,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence2_keyframe4_frame000372.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence2_keyframe4_frame000372.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence2_keyframe4_frame000372.png
181,sequence5_keyframe4_frame000177,endovis,5,4,177,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence5_keyframe4_frame000177.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence5_keyframe4_frame000177.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence5_keyframe4_frame000177.png
182,sequence5_keyframe4_frame000128,endovis,5,4,128,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence5_keyframe4_frame000128.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence5_keyframe4_frame000128.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence5_keyframe4_frame000128.png
183,sequence5_keyframe4_frame000120,endovis,5,4,120,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence5_keyframe4_frame000120.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence5_keyframe4_frame000120.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence5_keyframe4_frame000120.png
184,sequence7_keyframe4_frame000150,endovis,7,4,150,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence7_keyframe4_frame000150.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence7_keyframe4_frame000150.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence7_keyframe4_frame000150.png
185,sequence2_keyframe4_frame000060,endovis,2,4,60,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence2_keyframe4_frame000060.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence2_keyframe4_frame000060.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence2_keyframe4_frame000060.png
186,sequence1_keyframe3_frame000130,endovis,1,3,130,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence1_keyframe3_frame000130.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence1_keyframe3_frame000130.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence1_keyframe3_frame000130.png
187,sequence1_keyframe3_frame000362,endovis,1,3,362,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence1_keyframe3_frame000362.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence1_keyframe3_frame000362.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence1_keyframe3_frame000362.png
188,sequence1_keyframe3_frame000394,endovis,1,3,394,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence1_keyframe3_frame000394.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence1_keyframe3_frame000394.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence1_keyframe3_frame000394.png
189,sequence4_keyframe4_frame000178,endovis,4,4,178,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence4_keyframe4_frame000178.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence4_keyframe4_frame000178.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence4_keyframe4_frame000178.png
190,sequence1_keyframe3_frame000098,endovis,1,3,98,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence1_keyframe3_frame000098.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence1_keyframe3_frame000098.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence1_keyframe3_frame000098.png
191,sequence7_keyframe4_frame000030,endovis,7,4,30,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence7_keyframe4_frame000030.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence7_keyframe4_frame000030.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence7_keyframe4_frame000030.png
192,sequence1_keyframe3_frame000466,endovis,1,3,466,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence1_keyframe3_frame000466.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence1_keyframe3_frame000466.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence1_keyframe3_frame000466.png
193,sequence4_keyframe4_frame000045,endovis,4,4,45,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence4_keyframe4_frame000045.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence4_keyframe4_frame000045.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence4_keyframe4_frame000045.png
194,sequence1_keyframe3_frame000066,endovis,1,3,66,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence1_keyframe3_frame000066.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence1_keyframe3_frame000066.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence1_keyframe3_frame000066.png
195,sequence7_keyframe4_frame001902,endovis,7,4,1902,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence7_keyframe4_frame001902.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence7_keyframe4_frame001902.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence7_keyframe4_frame001902.png
196,sequence1_keyframe3_frame000146,endovis,1,3,146,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence1_keyframe3_frame000146.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence1_keyframe3_frame000146.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence1_keyframe3_frame000146.png
197,sequence6_keyframe4_frame000017,endovis,6,4,17,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence6_keyframe4_frame000017.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence6_keyframe4_frame000017.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence6_keyframe4_frame000017.png
198,sequence1_keyframe3_frame000322,endovis,1,3,322,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence1_keyframe3_frame000322.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence1_keyframe3_frame000322.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence1_keyframe3_frame000322.png
199,sequence6_keyframe4_frame000075,endovis,6,4,75,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence6_keyframe4_frame000075.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence6_keyframe4_frame000075.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence6_keyframe4_frame000075.png
200,sequence5_keyframe4_frame000072,endovis,5,4,72,,1024,1280,True,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/raw_npy/sequence5_keyframe4_frame000072.npy,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_png16/sequence5_keyframe4_frame000072.png,/home/khuyen.pham/MonoDepthEstimation/endoDAC/full_model/exported_depth_maps/depth_vis/sequence5_keyframe4_frame000072.png
